"","X","id","Time","Sample","Value"
"1252",2032,3,5.166667,"Cell_7",1.002587
"1253",2033,3,5.333334,"Cell_7",1.011931
"1254",2034,3,5.5,"Cell_7",0.999348
"1255",2035,3,5.666667,"Cell_7",0.995791
"1256",2036,3,5.833334,"Cell_7",0.9904429
"1257",2037,3,6,"Cell_7",0.9914044
"1258",2038,3,6.166667,"Cell_7",0.9881342
"1259",2039,3,6.333334,"Cell_7",1.001676
"1260",2040,3,6.5,"Cell_7",0.9863641
"1261",2041,3,6.666667,"Cell_7",0.9999998
"1262",2042,3,6.833334,"Cell_7",0.9921337
"1263",2043,3,7,"Cell_7",0.9770142
"1264",2044,3,7.166667,"Cell_7",0.9995509
"1265",2045,3,7.333334,"Cell_7",0.9883764
"1266",2046,3,7.5,"Cell_7",0.984679
"1267",2047,3,7.666667,"Cell_7",0.9998151
"1268",2048,3,7.833334,"Cell_7",0.9933459
"1269",2049,3,8,"Cell_7",0.9929683
"1270",2050,3,8.166667,"Cell_7",0.9816393
"1271",2051,3,8.333333,"Cell_7",0.9747859
"1272",2052,3,8.5,"Cell_7",0.9793097
"1273",2053,3,8.666667,"Cell_7",0.9746791
"1274",2054,3,8.833333,"Cell_7",0.9785488
"1275",2055,3,9,"Cell_7",0.9813604
"1276",2056,3,9.166667,"Cell_7",0.9869462
"1277",2057,3,9.333333,"Cell_7",0.9606347
"1278",2058,3,9.5,"Cell_7",0.9626562
"1279",2059,3,9.666667,"Cell_7",0.975695
"1280",2060,3,9.833333,"Cell_7",0.9863348
"1281",2061,3,10,"Cell_7",0.9853424
"1282",2122,1,0,"Cell_8",1.000958
"1283",2123,1,0.1666667,"Cell_8",1.011693
"1284",2124,1,0.3333333,"Cell_8",1.002055
"1285",2125,1,0.5,"Cell_8",0.990462
"1286",2126,1,0.6666667,"Cell_8",1.001745
"1287",2127,1,0.8333333,"Cell_8",1.023241
"1288",2128,1,1,"Cell_8",0.978505
"1289",2129,1,1.166667,"Cell_8",0.9904069
"1290",2130,1,1.333333,"Cell_8",1.015155
"1291",2131,1,1.5,"Cell_8",1.007369
"1292",2132,1,1.666667,"Cell_8",1.013448
"1293",2133,1,1.833333,"Cell_8",0.9993311
"1294",2134,1,2,"Cell_8",1.033681
"1295",2135,1,2.166667,"Cell_8",1.135957
"1296",2136,1,2.333333,"Cell_8",1.145311
"1297",2137,1,2.5,"Cell_8",1.107189
"1298",2138,1,2.666667,"Cell_8",1.132939
"1299",2139,1,2.833333,"Cell_8",1.104269
"1300",2140,1,3,"Cell_8",1.120988
"1301",2141,1,3.166667,"Cell_8",1.10742
"1302",2142,1,3.333333,"Cell_8",1.084929
"1303",2143,1,3.5,"Cell_8",1.092279
"1304",2144,1,3.666667,"Cell_8",1.118993
"1305",2145,1,3.833333,"Cell_8",1.083663
"1306",2146,1,4,"Cell_8",1.076984
"1307",2147,1,4.166667,"Cell_8",1.09179
"1308",2148,1,4.333334,"Cell_8",1.058204
"1309",2149,1,4.5,"Cell_8",1.058146
"1310",2150,1,4.666667,"Cell_8",1.030195
"1311",2151,1,4.833334,"Cell_8",1.04576
"1312",2152,1,5,"Cell_8",1.059089
"1313",2153,1,5.166667,"Cell_8",1.038465
"1314",2154,1,5.333334,"Cell_8",1.048883
"1315",2155,1,5.5,"Cell_8",1.073838
"1316",2156,1,5.666667,"Cell_8",1.042568
"1317",2157,1,5.833334,"Cell_8",1.084015
"1318",2158,1,6,"Cell_8",1.070212
"1319",2159,1,6.166667,"Cell_8",1.049348
"1320",2160,1,6.333334,"Cell_8",1.058842
"1321",2161,1,6.5,"Cell_8",1.054443
"1322",2162,1,6.666667,"Cell_8",1.033309
"1323",2163,1,6.833334,"Cell_8",1.064349
"1324",2164,1,7,"Cell_8",1.060693
"1325",2165,1,7.166667,"Cell_8",1.044825
"1326",2166,1,7.333334,"Cell_8",1.043293
"1327",2167,1,7.5,"Cell_8",1.063206
"1328",2168,1,7.666667,"Cell_8",1.0723
"1329",2169,1,7.833334,"Cell_8",1.052521
"1330",2170,1,8,"Cell_8",1.06377
"1331",2171,1,8.166667,"Cell_8",1.048546
"1332",2172,1,8.333333,"Cell_8",1.059418
"1333",2173,1,8.5,"Cell_8",1.049531
"1334",2174,1,8.666667,"Cell_8",1.065607
"1335",2175,1,8.833333,"Cell_8",1.042085
"1336",2176,1,9,"Cell_8",1.040623
"1337",2177,1,9.166667,"Cell_8",1.0375
"1338",2178,1,9.333333,"Cell_8",1.0375
"1339",2179,1,9.5,"Cell_8",1.058229
"1340",2180,1,9.666667,"Cell_8",1.076531
"1341",2181,1,9.833333,"Cell_8",1.065828
"1342",2182,1,10,"Cell_8",1.066745
"1343",2183,2,0,"Cell_8",1.000677
"1344",2184,2,0.1666667,"Cell_8",1.001505
"1345",2185,2,0.3333333,"Cell_8",1.000002
"1346",2186,2,0.5,"Cell_8",1.004684
"1347",2187,2,0.6666667,"Cell_8",0.993089
"1348",2188,2,0.8333333,"Cell_8",0.9916067
"1349",2189,2,1,"Cell_8",1.001209
"1350",2190,2,1.166667,"Cell_8",1.002883
"1351",2191,2,1.333333,"Cell_8",1.003377
"1352",2192,2,1.5,"Cell_8",1.004262
"1353",2193,2,1.666667,"Cell_8",0.9925242
"1354",2194,2,1.833333,"Cell_8",1.003928
"1355",2195,2,2,"Cell_8",1.04789
"1356",2196,2,2.166667,"Cell_8",1.057464
"1357",2197,2,2.333333,"Cell_8",1.057606
"1358",2198,2,2.5,"Cell_8",1.041188
"1359",2199,2,2.666667,"Cell_8",1.031725
"1360",2200,2,2.833333,"Cell_8",1.02273
"1361",2201,2,3,"Cell_8",1.009289
"1362",2202,2,3.166667,"Cell_8",1.008024
"1363",2203,2,3.333333,"Cell_8",1.006861
"1364",2204,2,3.5,"Cell_8",1.002291
"1365",2205,2,3.666667,"Cell_8",1.009831
"1366",2206,2,3.833333,"Cell_8",1.020894
"1367",2207,2,4,"Cell_8",1.036039
"1368",2208,2,4.166667,"Cell_8",1.028539
"1369",2209,2,4.333334,"Cell_8",1.047555
"1370",2210,2,4.5,"Cell_8",1.051238
"1371",2211,2,4.666667,"Cell_8",1.043662
"1372",2212,2,4.833334,"Cell_8",1.052727
"1373",2213,2,5,"Cell_8",1.056746
"1374",2214,2,5.166667,"Cell_8",1.058997
"1375",2215,2,5.333334,"Cell_8",1.066779
"1376",2216,2,5.5,"Cell_8",1.075741
"1377",2217,2,5.666667,"Cell_8",1.076119
"1378",2218,2,5.833334,"Cell_8",1.071356
"1379",2219,2,6,"Cell_8",1.066999
"1380",2220,2,6.166667,"Cell_8",1.05815
"1381",2221,2,6.333334,"Cell_8",1.05985
"1382",2222,2,6.5,"Cell_8",1.060879
"1383",2223,2,6.666667,"Cell_8",1.06467
"1384",2224,2,6.833334,"Cell_8",1.058234
"1385",2225,2,7,"Cell_8",1.068104
"1386",2226,2,7.166667,"Cell_8",1.051219
"1387",2227,2,7.333334,"Cell_8",1.058311
"1388",2228,2,7.5,"Cell_8",1.067193
"1389",2229,2,7.666667,"Cell_8",1.055535
"1390",2230,2,7.833334,"Cell_8",1.053977
"1391",2231,2,8,"Cell_8",1.057619
"1392",2232,2,8.166667,"Cell_8",1.046532
"1393",2233,2,8.333333,"Cell_8",1.044182
"1394",2234,2,8.5,"Cell_8",1.038644
"1395",2235,2,8.666667,"Cell_8",1.036292
"1396",2236,2,8.833333,"Cell_8",1.043602
"1397",2237,2,9,"Cell_8",1.036223
"1398",2238,2,9.166667,"Cell_8",1.026482
"1399",2239,2,9.333333,"Cell_8",1.033503
"1400",2240,2,9.5,"Cell_8",1.029884
"1401",2241,2,9.666667,"Cell_8",1.027887
"1402",2242,2,9.833333,"Cell_8",1.032008
"1403",2243,2,10,"Cell_8",1.030037
"1404",2304,3,0,"Cell_8",1.001421
"1405",2305,3,0.1666667,"Cell_8",0.9975485
"1406",2306,3,0.3333333,"Cell_8",1.001674
"1407",2307,3,0.5,"Cell_8",1.000072
"1408",2308,3,0.6666667,"Cell_8",0.9993021
"1409",2309,3,0.8333333,"Cell_8",0.9985681
"1410",2310,3,1,"Cell_8",1.000363
"1411",2311,3,1.166667,"Cell_8",1.003729
"1412",2312,3,1.333333,"Cell_8",1.002943
"1413",2313,3,1.5,"Cell_8",1.004742
"1414",2314,3,1.666667,"Cell_8",0.9983382
"1415",2315,3,1.833333,"Cell_8",0.9987314
"1416",2316,3,2,"Cell_8",1.015138
"1417",2317,3,2.166667,"Cell_8",1.073687
"1418",2318,3,2.333333,"Cell_8",1.104553
"1419",2319,3,2.5,"Cell_8",1.102548
"1420",2320,3,2.666667,"Cell_8",1.098158
"1421",2321,3,2.833333,"Cell_8",1.080183
"1422",2322,3,3,"Cell_8",1.068026
"1423",2323,3,3.166667,"Cell_8",1.060668
"1424",2324,3,3.333333,"Cell_8",1.071339
"1425",2325,3,3.5,"Cell_8",1.07729
"1426",2326,3,3.666667,"Cell_8",1.089851
"1427",2327,3,3.833333,"Cell_8",1.095518
"1428",2328,3,4,"Cell_8",1.111735
"1429",2329,3,4.166667,"Cell_8",1.119804
"1430",2330,3,4.333334,"Cell_8",1.118731
"1431",2331,3,4.5,"Cell_8",1.121074
"1432",2332,3,4.666667,"Cell_8",1.125562
"1433",2333,3,4.833334,"Cell_8",1.115411
"1434",2334,3,5,"Cell_8",1.113556
"1435",2335,3,5.166667,"Cell_8",1.109008
"1436",2336,3,5.333334,"Cell_8",1.106619
"1437",2337,3,5.5,"Cell_8",1.09298
"1438",2338,3,5.666667,"Cell_8",1.092384
"1439",2339,3,5.833334,"Cell_8",1.080171
"1440",2340,3,6,"Cell_8",1.086568
"1441",2341,3,6.166667,"Cell_8",1.068981
"1442",2342,3,6.333334,"Cell_8",1.068281
"1443",2343,3,6.5,"Cell_8",1.066927
"1444",2344,3,6.666667,"Cell_8",1.064134
"1445",2345,3,6.833334,"Cell_8",1.068472
"1446",2346,3,7,"Cell_8",1.066859
"1447",2347,3,7.166667,"Cell_8",1.064337
"1448",2348,3,7.333334,"Cell_8",1.061378
"1449",2349,3,7.5,"Cell_8",1.065305
"1450",2350,3,7.666667,"Cell_8",1.050069
"1451",2351,3,7.833334,"Cell_8",1.050366
"1452",2352,3,8,"Cell_8",1.062284
"1453",2353,3,8.166667,"Cell_8",1.049897
"1454",2354,3,8.333333,"Cell_8",1.049088
"1455",2355,3,8.5,"Cell_8",1.045043
"1456",2356,3,8.666667,"Cell_8",1.051301
"1457",2357,3,8.833333,"Cell_8",1.044855
"1458",2358,3,9,"Cell_8",1.041685
"1459",2359,3,9.166667,"Cell_8",1.043578
"1460",2360,3,9.333333,"Cell_8",1.037415
"1461",2361,3,9.5,"Cell_8",1.034403
"1462",2362,3,9.666667,"Cell_8",1.036899
"1463",2363,3,9.833333,"Cell_8",1.03515
"1464",2364,3,10,"Cell_8",1.031561
"1465",2425,1,0,"Cell_9",0.9937519
"1466",2426,1,0.1666667,"Cell_9",1.009478
"1467",2427,1,0.3333333,"Cell_9",0.998606
"1468",2428,1,0.5,"Cell_9",0.9912651
"1469",2429,1,0.6666667,"Cell_9",1.017272
"1470",2430,1,0.8333333,"Cell_9",1.007261
"1471",2431,1,1,"Cell_9",0.983426
"1472",2432,1,1.166667,"Cell_9",0.9977974
"1473",2433,1,1.333333,"Cell_9",1.011075
"1474",2434,1,1.5,"Cell_9",0.9953237
"1475",2435,1,1.666667,"Cell_9",1.016492
"1476",2436,1,1.833333,"Cell_9",0.9996647
"1477",2437,1,2,"Cell_9",1.047611
"1478",2438,1,2.166667,"Cell_9",1.163026
"1479",2439,1,2.333333,"Cell_9",1.182876
"1480",2440,1,2.5,"Cell_9",1.157773
"1481",2441,1,2.666667,"Cell_9",1.161948
"1482",2442,1,2.833333,"Cell_9",1.125838
"1483",2443,1,3,"Cell_9",1.138599
"1484",2444,1,3.166667,"Cell_9",1.122668
"1485",2445,1,3.333333,"Cell_9",1.103413
"1486",2446,1,3.5,"Cell_9",1.101134
"1487",2447,1,3.666667,"Cell_9",1.121678
"1488",2448,1,3.833333,"Cell_9",1.072417
"1489",2449,1,4,"Cell_9",1.078845
"1490",2450,1,4.166667,"Cell_9",1.080955
"1491",2451,1,4.333334,"Cell_9",1.051205
"1492",2452,1,4.5,"Cell_9",1.051913
"1493",2453,1,4.666667,"Cell_9",1.0189
"1494",2454,1,4.833334,"Cell_9",1.032903
"1495",2455,1,5,"Cell_9",1.037211
"1496",2456,1,5.166667,"Cell_9",1.025902
"1497",2457,1,5.333334,"Cell_9",1.041203
"1498",2458,1,5.5,"Cell_9",1.065683
"1499",2459,1,5.666667,"Cell_9",1.037663
"1500",2460,1,5.833334,"Cell_9",1.080436
"1501",2461,1,6,"Cell_9",1.056
"1502",2462,1,6.166667,"Cell_9",1.047195
"1503",2463,1,6.333334,"Cell_9",1.047383
"1504",2464,1,6.5,"Cell_9",1.053306
"1505",2465,1,6.666667,"Cell_9",1.041265
"1506",2466,1,6.833334,"Cell_9",1.064334
"1507",2467,1,7,"Cell_9",1.073787
"1508",2468,1,7.166667,"Cell_9",1.05122
"1509",2469,1,7.333334,"Cell_9",1.047209
"1510",2470,1,7.5,"Cell_9",1.054255
"1511",2471,1,7.666667,"Cell_9",1.05631
"1512",2472,1,7.833334,"Cell_9",1.044083
"1513",2473,1,8,"Cell_9",1.050268
"1514",2474,1,8.166667,"Cell_9",1.048366
"1515",2475,1,8.333333,"Cell_9",1.052708
"1516",2476,1,8.5,"Cell_9",1.039556
"1517",2477,1,8.666667,"Cell_9",1.046791
"1518",2478,1,8.833333,"Cell_9",1.034028
"1519",2479,1,9,"Cell_9",1.040641
"1520",2480,1,9.166667,"Cell_9",1.035625
"1521",2481,1,9.333333,"Cell_9",1.035625
"1522",2482,1,9.5,"Cell_9",1.052595
"1523",2483,1,9.666667,"Cell_9",1.067219
"1524",2484,1,9.833333,"Cell_9",1.063742
"1525",2485,1,10,"Cell_9",1.059596
"1526",2486,2,0,"Cell_9",0.9999106
"1527",2487,2,0.1666667,"Cell_9",1.001438
"1528",2488,2,0.3333333,"Cell_9",0.999735
"1529",2489,2,0.5,"Cell_9",0.997619
"1530",2490,2,0.6666667,"Cell_9",1.001299
"1531",2491,2,0.8333333,"Cell_9",1.002531
"1532",2492,2,1,"Cell_9",1.003463
"1533",2493,2,1.166667,"Cell_9",1.003226
"1534",2494,2,1.333333,"Cell_9",1.005099
"1535",2495,2,1.5,"Cell_9",1.005247
"1536",2496,2,1.666667,"Cell_9",1.00623
"1537",2497,2,1.833333,"Cell_9",1.011472
"1538",2498,2,2,"Cell_9",1.003216
"1539",2499,2,2.166667,"Cell_9",1.011126
"1540",2500,2,2.333333,"Cell_9",1.006391
"1541",2501,2,2.5,"Cell_9",1.001532
"1542",2502,2,2.666667,"Cell_9",1.000377
"1543",2503,2,2.833333,"Cell_9",1.000401
"1544",2504,2,3,"Cell_9",1.000219
"1545",2505,2,3.166667,"Cell_9",1.008484
"1546",2506,2,3.333333,"Cell_9",1.008052
"1547",2507,2,3.5,"Cell_9",1.017878
"1548",2508,2,3.666667,"Cell_9",1.020524
"1549",2509,2,3.833333,"Cell_9",1.024247
"1550",2510,2,4,"Cell_9",1.030767
"1551",2511,2,4.166667,"Cell_9",1.029622
"1552",2512,2,4.333334,"Cell_9",1.03569
"1553",2513,2,4.5,"Cell_9",1.039386
"1554",2514,2,4.666667,"Cell_9",1.035187
"1555",2515,2,4.833334,"Cell_9",1.046366
"1556",2516,2,5,"Cell_9",1.035534
"1557",2517,2,5.166667,"Cell_9",1.036185
"1558",2518,2,5.333334,"Cell_9",1.036652
"1559",2519,2,5.5,"Cell_9",1.028225
"1560",2520,2,5.666667,"Cell_9",1.02662
"1561",2521,2,5.833334,"Cell_9",1.02634
"1562",2522,2,6,"Cell_9",1.024471
"1563",2523,2,6.166667,"Cell_9",1.024638
"1564",2524,2,6.333334,"Cell_9",1.026382
"1565",2525,2,6.5,"Cell_9",1.016059
"1566",2526,2,6.666667,"Cell_9",1.017763
"1567",2527,2,6.833334,"Cell_9",1.013148
"1568",2528,2,7,"Cell_9",1.014122
"1569",2529,2,7.166667,"Cell_9",1.012411
"1570",2530,2,7.333334,"Cell_9",1.015671
"1571",2531,2,7.5,"Cell_9",1.015064
"1572",2532,2,7.666667,"Cell_9",1.010169
"1573",2533,2,7.833334,"Cell_9",1.010825
"1574",2534,2,8,"Cell_9",1.013633
"1575",2535,2,8.166667,"Cell_9",1.010366
"1576",2536,2,8.333333,"Cell_9",1.009952
"1577",2537,2,8.5,"Cell_9",1.012179
"1578",2538,2,8.666667,"Cell_9",1.013059
"1579",2539,2,8.833333,"Cell_9",1.012333
"1580",2540,2,9,"Cell_9",1.01251
"1581",2541,2,9.166667,"Cell_9",1.017824
"1582",2542,2,9.333333,"Cell_9",1.013739
"1583",2543,2,9.5,"Cell_9",1.013718
"1584",2544,2,9.666667,"Cell_9",1.015474
"1585",2545,2,9.833333,"Cell_9",1.011944
"1586",2546,2,10,"Cell_9",1.015062
"1587",2607,3,0,"Cell_9",1.000108
"1588",2608,3,0.1666667,"Cell_9",0.9937496
"1589",2609,3,0.3333333,"Cell_9",1.00035
"1590",2610,3,0.5,"Cell_9",1.003508
"1591",2611,3,0.6666667,"Cell_9",1.002301
"1592",2612,3,0.8333333,"Cell_9",1.00138
"1593",2613,3,1,"Cell_9",1.004435
"1594",2614,3,1.166667,"Cell_9",1.006275
"1595",2615,3,1.333333,"Cell_9",1.002466
"1596",2616,3,1.5,"Cell_9",1.007852
"1597",2617,3,1.666667,"Cell_9",0.9996123
"1598",2618,3,1.833333,"Cell_9",0.9992303
"1599",2619,3,2,"Cell_9",1.019576
"1600",2620,3,2.166667,"Cell_9",1.070687
"1601",2621,3,2.333333,"Cell_9",1.081407
"1602",2622,3,2.5,"Cell_9",1.075843
"1603",2623,3,2.666667,"Cell_9",1.070334
"1604",2624,3,2.833333,"Cell_9",1.05071
"1605",2625,3,3,"Cell_9",1.033601
"1606",2626,3,3.166667,"Cell_9",1.028402
"1607",2627,3,3.333333,"Cell_9",1.031457
"1608",2628,3,3.5,"Cell_9",1.036373
"1609",2629,3,3.666667,"Cell_9",1.045019
"1610",2630,3,3.833333,"Cell_9",1.048235
"1611",2631,3,4,"Cell_9",1.065364
"1612",2632,3,4.166667,"Cell_9",1.066384
"1613",2633,3,4.333334,"Cell_9",1.06474
